INS_DATE,INS_CCD,INS_SCD,INS_PG,UPD_DATE,UPD_CCD,UPD_SCD,UPD_PG,EXCLUS_VER,CONTRACT_CD,CID,ATTENDANCE_ITEM_ID,WORK_DAILY,WORK_ATTENDANCE,ATD_WORK_DAILY,ATD_WORK_ATTENDANCE,WORK_SUPPORT
,,,,,,,,0,"000000000000","000000000000-0000",1,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",2,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",3,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",4,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",5,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",6,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",7,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",8,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",9,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",10,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",11,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",12,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",13,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",14,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",15,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",16,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",17,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",18,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",19,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",20,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",21,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",22,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",23,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",24,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",25,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",26,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",27,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",28,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",29,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",30,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",31,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",32,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",33,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",34,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",35,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",36,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",37,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",38,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",39,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",40,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",41,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",42,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",43,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",44,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",45,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",46,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",47,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",48,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",49,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",50,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",51,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",52,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",53,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",54,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",55,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",56,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",57,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",58,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",59,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",60,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",61,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",62,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",63,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",64,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",65,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",66,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",67,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",68,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",69,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",70,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",71,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",72,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",73,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",74,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",75,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",76,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",77,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",78,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",79,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",80,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",81,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",82,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",83,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",84,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",85,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",86,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",87,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",88,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",89,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",90,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",91,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",92,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",93,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",94,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",95,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",96,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",97,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",98,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",99,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",100,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",101,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",102,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",103,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",104,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",105,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",106,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",107,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",108,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",109,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",110,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",111,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",112,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",113,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",114,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",115,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",116,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",117,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",118,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",119,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",120,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",121,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",122,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",123,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",124,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",125,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",126,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",127,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",128,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",129,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",130,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",131,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",132,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",133,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",134,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",135,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",136,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",137,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",138,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",139,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",140,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",141,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",142,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",143,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",144,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",145,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",146,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",147,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",148,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",149,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",150,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",151,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",152,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",153,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",154,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",155,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",156,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",157,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",158,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",159,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",160,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",161,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",162,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",163,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",164,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",165,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",166,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",167,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",168,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",169,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",170,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",171,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",172,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",173,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",174,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",175,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",176,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",177,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",178,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",179,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",180,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",181,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",182,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",183,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",184,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",185,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",186,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",187,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",188,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",189,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",190,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",191,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",192,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",193,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",194,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",195,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",196,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",197,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",198,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",199,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",200,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",201,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",202,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",203,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",204,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",205,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",206,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",207,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",208,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",209,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",210,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",211,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",212,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",213,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",214,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",215,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",216,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",217,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",218,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",219,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",220,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",221,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",222,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",223,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",224,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",225,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",226,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",227,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",228,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",229,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",230,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",231,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",232,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",233,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",234,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",235,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",236,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",237,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",238,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",239,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",240,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",241,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",242,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",243,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",244,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",245,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",246,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",247,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",248,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",249,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",250,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",251,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",252,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",253,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",254,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",255,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",256,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",257,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",258,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",259,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",260,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",261,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",262,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",263,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",264,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",265,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",266,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",267,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",268,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",269,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",270,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",271,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",272,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",273,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",274,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",275,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",276,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",277,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",278,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",279,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",280,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",281,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",282,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",283,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",284,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",285,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",286,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",287,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",288,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",289,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",290,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",291,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",292,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",293,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",294,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",295,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",296,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",297,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",298,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",299,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",300,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",301,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",302,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",303,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",304,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",305,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",306,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",307,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",308,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",309,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",310,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",311,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",312,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",313,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",314,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",315,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",316,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",317,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",318,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",319,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",320,true,true,true,true,false
,,,,,,,,0,"000000000000","000000000000-0000",321,true,true,true,true,false
