INS_DATE,INS_CCD,INS_SCD,INS_PG,UPD_DATE,UPD_CCD,UPD_SCD,UPD_PG,EXCLUS_VER,CONTRACT_CD,CID,SYSTEM,MENU_CLS,CODE,MENU_ATR,TARGET_ITEMS,DISPLAY_NAME,DISPLAY_ORDER,PROGRAM_ID,SCREEN_ID,QUERY_STRING,URL,WEB_MENU_SETTING,AFTER_LOGIN_DISPLAY,LOG_LOGIN_DISPLAY,LOG_START_DISPLAY,LOG_UPDATE_DISPLAY
,,,,,,,,0,"000000000000","000000000000-0000",0,0,"0000",1,"区切り線","区切り線",0,"000000","A",,"-",1,0,0,0,0
,,,,,,,,0,"000000000000","000000000000-0000",0,0,"0001",0,"会社情報の登録","会社情報の登録",1,"CMM001","A",,"/nts.uk.com.web/view/cmm/001/a/index.xhtml",0,0,0,1,0
,,,,,,,,0,"000000000000","000000000000-0000",0,0,"0002",0,"雇用情報の登録","雇用情報の登録",2,"CMM008","A",,"/nts.uk.com.web/view/cmm/008/a/index.xhtml",1,0,0,1,0
,,,,,,,,0,"000000000000","000000000000-0000",0,0,"0003",0,"分類情報の登録","分類情報の登録",3,"CMM014","A",,"/nts.uk.com.web/view/cmm/014/a/index.xhtml",1,0,0,1,0
,,,,,,,,0,"000000000000","000000000000-0000",0,0,"0004",0,"職位情報の登録","職位情報の登録",4,"CMM013","A",,"/nts.uk.com.web/view/cmm/013/a/index.xhtml",1,0,0,1,0
,,,,,,,,0,"000000000000","000000000000-0000",0,0,"0005",0,"職場情報の登録","職場情報の登録",5,"CMM011","A","initmode=0","/nts.uk.com.web/view/cmm/011/a/index.xhtml",1,0,0,1,0
,,,,,,,,0,"000000000000","000000000000-0000",0,0,"0006",0,"名称の設定","名称の設定",7,"CMM007","A",,"/nts.uk.com.web/view/cmm/007/a/index.xhtml",1,0,0,1,0
,,,,,,,,0,"000000000000","000000000000-0000",0,0,"0007",0,"ロールの登録（就業）","ロールの登録（就業）",8,"CAS005","A",,"/nts.uk.com.web/view/cas/005/a/index.xhtml",0,0,0,1,0
,,,,,,,,0,"000000000000","000000000000-0000",0,0,"0008",0,"ロールの登録（個人情報）","ロールの登録（個人情報）",9,"CAS009","A",,"/nts.uk.com.web/view/cas/009/a/index.xhtml",0,0,0,1,0
,,,,,,,,0,"000000000000","000000000000-0000",0,0,"0009",0,"ロールセットの登録","ロールセットの登録",10,"CAS011","A",,"/nts.uk.com.web/view/cas/011/a/index.xhtml",0,0,0,1,0
,,,,,,,,0,"000000000000","000000000000-0000",0,0,"0010",0,"管理者ロールの付与","管理者ロールの付与",11,"CAS012","A",,"/nts.uk.com.web/view/cas/012/a/index.xhtml",0,0,0,1,0
,,,,,,,,0,"000000000000","000000000000-0000",0,0,"0011",0,"担当ロールの付与","担当ロールの付与",12,"CAS013","A",,"/nts.uk.com.web/view/cas/013/a/index.xhtml",0,0,0,1,0
,,,,,,,,0,"000000000000","000000000000-0000",0,0,"0012",0,"ロールセットの付与","ロールセットの付与",14,"CAS014","A",,"/nts.uk.com.web/view/cas/014/a/index.xhtml",0,0,0,1,0
,,,,,,,,0,"000000000000","000000000000-0000",0,0,"0014",0,"個人情報アクセス権限の設定","個人情報アクセス権限の設定",15,"CAS001","A",,"/nts.uk.com.web/view/cas/001/a/index.xhtml",1,0,0,1,0
,,,,,,,,0,"000000000000","000000000000-0000",0,0,"0015",0,"個人情報の新規レイアウト作成","個人情報の新規レイアウト作成",16,"CPS007","A",,"/nts.uk.com.web/view/cps/007/a/index.xhtml",1,0,0,1,0
,,,,,,,,0,"000000000000","000000000000-0000",0,0,"0016",0,"個人情報の修正レイアウト作成","個人情報の修正レイアウト作成",17,"CPS008","A",,"/nts.uk.com.web/view/cps/008/a/index.xhtml",1,0,0,1,0
,,,,,,,,0,"000000000000","000000000000-0000",0,0,"0017",0,"個人情報定義の追加","個人情報定義の追加",18,"CPS005","A",,"/nts.uk.com.web/view/cps/005/a/index.xhtml",1,0,0,1,0
,,,,,,,,0,"000000000000","000000000000-0000",0,0,"0018",0,"個人情報定義の変更","個人情報定義の変更",19,"CPS006","A",,"/nts.uk.com.web/view/cps/006/a/index.xhtml",1,0,0,1,0
,,,,,,,,0,"000000000000","000000000000-0000",0,0,"0019",0,"個人情報の新規登録","個人情報の新規登録",20,"CPS002","A",,"/nts.uk.com.web/view/cps/002/a/index.xhtml",1,0,0,1,1
,,,,,,,,0,"000000000000","000000000000-0000",0,0,"0020",0,"個人情報の登録","個人情報の登録",21,"CPS001","A",,"/nts.uk.com.web/view/cps/001/a/index.xhtml",1,0,0,1,1
,,,,,,,,0,"000000000000","000000000000-0000",0,0,"0021",0,"個人情報の初期値登録","個人情報の初期値登録",23,"CPS009","A",,"/nts.uk.com.web/view/cps/009/a/index.xhtml",1,0,0,1,0
,,,,,,,,0,"000000000000","000000000000-0000",0,0,"0023",0,"個人情報の選択項目の定義","個人情報の選択項目の定義",24,"CPS016","A",,"/nts.uk.com.web/view/cps/016/a/index.xhtml",1,0,0,1,0
,,,,,,,,0,"000000000000","000000000000-0000",0,0,"0024",0,"個人情報の選択肢の登録","個人情報の選択肢の登録",25,"CPS017","A",,"/nts.uk.com.web/view/cps/017/a/index.xhtml",1,0,0,1,0
,,,,,,,,0,"000000000000","000000000000-0000",0,0,"0025",0,"トップページの作成","トップページの作成",26,"CCG015","A",,"/nts.uk.com.web/view/ccg/015/a/index.xhtml",1,0,0,1,0
,,,,,,,,0,"000000000000","000000000000-0000",0,0,"0026",0,"トップページの割付","トップページの割付",27,"CCG018","A",,"/nts.uk.com.web/view/ccg/018/a/index.xhtml",1,0,0,1,0
,,,,,,,,0,"000000000000","000000000000-0000",0,0,"0027",0,"メニューの設定","メニューの設定",28,"CCG013","A",,"/nts.uk.com.web/view/ccg/013/a/index.xhtml",1,0,0,1,0
,,,,,,,,0,"000000000000","000000000000-0000",0,0,"0029",0,"代行承認者の登録","代行承認者の登録",30,"CMM044","A",,"/nts.uk.com.web/view/cmm/044/a/index.xhtml",1,0,0,1,0
,,,,,,,,0,"000000000000","000000000000-0000",0,0,"0030",0,"職場管理者の登録","職場管理者の登録",31,"CMM051","A",,"/nts.uk.com.web/view/cmm/051/a/index.xhtml",1,0,0,1,0
,,,,,,,,0,"000000000000","000000000000-0000",0,0,"0031",0,"セキュリティーポリシーの設定","セキュリティーポリシーの設定",32,"CAS003","A",,"/nts.uk.com.web/view/cas/003/a/index.xhtml",1,0,0,1,0
,,,,,,,,0,"000000000000","000000000000-0000",0,0,"0032",0,"シングルサインオンの設定","シングルサインオンの設定",33,"CMM021","A",,"/nts.uk.com.web/view/cmm/021/a/index.xhtml",1,0,0,1,0
,,,,,,,,0,"000000000000","000000000000-0000",0,0,"0033",0,"メールサーバの設定","メールサーバの設定",34,"CMM050","A",,"/nts.uk.com.web/view/cmm/050/a/index.xhtml",1,0,0,1,0
,,,,,,,,0,"000000000000","000000000000-0000",0,0,"0034",0,"ユーザーの登録","ユーザーの登録",35,"CAS004","A",,"/nts.uk.com.web/view/cas/004/a/index.xhtml",0,0,0,1,0
,,,,,,,,0,"000000000000","000000000000-0000",0,0,"0035",0,"ロールの登録（給与）","ロールの登録（給与）",36,"CAS006","A",,"/nts.uk.com.web/view/cas/006/a/index.xhtml",0,0,0,1,0
,,,,,,,,0,"000000000000","000000000000-0000",0,0,"0036",0,"ロールの登録（人事）","ロールの登録（人事）",42,"CAS007","A",,"/nts.uk.com.web/view/cas/007/a/index.xhtml",0,0,0,1,0
,,,,,,,,0,"000000000000","000000000000-0000",0,0,"0042",0,"アカウント情報","アカウント情報",43,"CMM048","A",,"/nts.uk.com.web/view/cmm/048/a/index.xhtml",0,0,0,1,0
,,,,,,,,0,"000000000000","000000000000-0000",0,0,"0043",0,"アカウント設定","アカウント設定",48,"CMM049","A",,"/nts.uk.com.web/view/cmm/049/a/index.xhtml",0,0,0,1,0
,,,,,,,,0,"000000000000","000000000000-0000",0,0,"0044",0,"ログ照会","ログ照会",57,"CLI003","A",,"/nts.uk.com.web/view/cli/003/a/index.xhtml",1,0,0,1,0
,,,,,,,,0,"000000000000","000000000000-0000",0,0,"0045",0,"ログ照会 - 記録照会","ログ照会 - 記録照会",58,"CLI003","B",,"/nts.uk.com.web/view/cli/003/b/index.xhtml",0,0,0,1,0
,,,,,,,,0,"000000000000","000000000000-0000",0,0,"0046",0,"ログ照会 - 出力項目設定","ログ照会 - 出力項目設定",59,"CLI003","G",,"/nts.uk.com.web/view/cli/003/g/index.xhtml",0,0,0,1,0
,,,,,,,,0,"000000000000","000000000000-0000",0,0,"0048",0,"個人情報マトリクス入力","個人情報マトリクス入力",51,"CPS003","A",,"/nts.uk.com.web/view/cps/003/a/index.xhtml",0,0,0,1,0
,,,,,,,,0,"000000000000","000000000000-0000",0,0,"0051",0,"トップページアラーム設定","トップページアラーム設定",55,"CCG009","A",,"/nts.uk.com.web/view/ccg/009/index.xhtml",1,0,0,1,0
,,,,,,,,0,"000000000000","000000000000-0000",0,0,"0057",0,"外部受入","外部受入",60,"CMF001","A",,"/nts.uk.com.web/view/cmf/001/a/index.xhtml",0,0,0,1,0
,,,,,,,,0,"000000000000","000000000000-0000",0,0,"0059",0,"データ保存","データ保存",73,"CMF003","A",,"/nts.uk.com.web/view/cmf/003/a/index.xhtml",1,0,0,1,0
,,,,,,,,0,"000000000000","000000000000-0000",0,0,"0060",0,"データ保存 - 実行","データ保存 - 実行",74,"CMF003","B",,"/nts.uk.com.web/view/cmf/003/b/index.xhtml",0,0,0,1,0
,,,,,,,,0,"000000000000","000000000000-0000",0,0,"0061",0,"データ保存 - 社員選択","データ保存 - 社員選択",75,"CMF003","D",,"/nts.uk.com.web/view/cmf/003/d/index.xhtml",0,0,0,1,0
,,,,,,,,0,"000000000000","000000000000-0000",0,0,"0062",0,"データ保存 - 設定確認","データ保存 - 設定確認",76,"CMF003","E",,"/nts.uk.com.web/view/cmf/003/e/index.xhtml",0,0,0,1,0
,,,,,,,,0,"000000000000","000000000000-0000",0,0,"0063",0,"データ復旧","データ復旧",78,"CMF004","A",,"/nts.uk.com.web/view/cmf/004/a/index.xhtml",1,0,0,1,0
,,,,,,,,0,"000000000000","000000000000-0000",0,0,"0064",0,"データ復旧 - 実行","データ復旧 - 実行",79,"CMF004","B",,"/nts.uk.com.web/view/cmf/004/b/index.xhtml",0,0,0,1,0
,,,,,,,,0,"000000000000","000000000000-0000",0,0,"0065",0,"データ復旧 - 内容確認","データ復旧 - 内容確認",80,"CMF004","E",,"/nts.uk.com.web/view/cmf/004/e/index.xhtml",0,0,0,1,0
,,,,,,,,0,"000000000000","000000000000-0000",0,0,"0066",0,"データ復旧 - 期間変更","データ復旧 - 期間変更",81,"CMF004","F",,"/nts.uk.com.web/view/cmf/004/f/index.xhtml",0,0,0,1,0
,,,,,,,,0,"000000000000","000000000000-0000",0,0,"0067",0,"データ復旧 - 社員選択","データ復旧 - 社員選択",82,"CMF004","G",,"/nts.uk.com.web/view/cmf/004/g/index.xhtml",0,0,0,1,0
,,,,,,,,0,"000000000000","000000000000-0000",0,0,"0068",0,"データ復旧 - 設定確認","データ復旧 - 設定確認",83,"CMF004","H",,"/nts.uk.com.web/view/cmf/004/h/index.xhtml",0,0,0,1,0
,,,,,,,,0,"000000000000","000000000000-0000",0,0,"0069",0,"元号の登録","元号の登録",87,"CMM020","A",,"/nts.uk.com.web/view/cmm/020/a/index.xhtml",1,0,0,1,0
,,,,,,,,0,"000000000000","000000000000-0000",0,0,"0070",0,"データ復旧 - 実行履歴","データ復旧 - 実行履歴",84,"CMF004","J",,"/nts.uk.com.web/view/cmf/004/j/index.xhtml",0,0,0,1,0
,,,,,,,,0,"000000000000","000000000000-0000",0,0,"0071",0,"データ保存 - 実行履歴","データ保存 - 実行履歴",77,"CMF003","I",,"/nts.uk.com.web/view/cmf/003/i/index.xhtml",0,0,0,1,0
,,,,,,,,0,"000000000000","000000000000-0000",0,0,"0075",0,"データ削除","データ削除",85,"CMF005","A",,"/nts.uk.com.web/view/cmf/005/a/index.xhtml",1,0,0,1,0
,,,,,,,,0,"000000000000","000000000000-0000",0,0,"0076",0,"データ削除 - 実行","データ削除 - 実行",86,"CMF005","B",,"/nts.uk.com.web/view/cmf/005/b/index.xhtml",0,0,0,1,0
,,,,,,,,0,"000000000000","000000000000-0000",0,0,"0078",0,"外部受入 - 設定","外部受入 - 設定",61,"CMF001","B",,"/nts.uk.com.web/view/cmf/001/b/index.xhtml",0,0,0,1,0
,,,,,,,,0,"000000000000","000000000000-0000",0,0,"0079",0,"外部受入 - 受入内容を設定","外部受入 - 受入内容を設定",62,"CMF001","D",,"/nts.uk.com.web/view/cmf/001/d/index.xhtml",0,0,0,1,0
,,,,,,,,0,"000000000000","000000000000-0000",0,0,"0080",0,"外部受入 - 実行","外部受入 - 実行",63,"CMF001","O",,"/nts.uk.com.web/view/cmf/001/o/index.xhtml",0,0,0,1,0
,,,,,,,,0,"000000000000","000000000000-0000",0,0,"0081",0,"外部受入 - 実行履歴","外部受入 - 実行履歴",64,"CMF001","S",,"/nts.uk.com.web/view/cmf/001/s/index.xhtml",0,0,0,1,0
,,,,,,,,0,"000000000000","000000000000-0000",0,0,"0082",0,"外部出力の前準備","外部出力の前準備",65,"CMF006","A",,"/nts.uk.com.web/view/cmf/006/a/index.xhtml",0,0,0,1,0
,,,,,,,,0,"000000000000","000000000000-0000",0,0,"0083",0,"外部出力","外部出力",66,"CMF002","A",,"/nts.uk.com.web/view/cmf/002/a/index.xhtml",0,0,0,1,0
,,,,,,,,0,"000000000000","000000000000-0000",0,0,"0084",0,"外部出力 - 設定","外部出力 - 設定",67,"CMF002","B",,"/nts.uk.com.web/view/cmf/002/b/index.xhtml",0,0,0,1,0
,,,,,,,,0,"000000000000","000000000000-0000",0,0,"0085",0,"外部出力 - 実行","外部出力 - 実行",68,"CMF002","O",,"/nts.uk.com.web/view/cmf/002/o/index.xhtml",0,0,0,1,0
,,,,,,,,0,"000000000000","000000000000-0000",0,0,"0086",0,"外部出力 - 実行履歴","外部出力 - 実行履歴",72,"CMF002","X",,"/nts.uk.com.web/view/cmf/002/x/index.xhtml",0,0,0,1,0
,,,,,,,,0,"000000000000","000000000000-0000",0,0,"0087",0,"トップページ","トップページ",88,"CCG008","A",,"/nts.uk.com.web/view/ccg/008/a/index.xhtml",0,0,0,1,0
,,,,,,,,0,"000000000000","000000000000-0000",0,0,"0088",0,"システムログ","システムログ",89,"CMF007","A",,"/nts.uk.com.web/view/cmf/007/a/index.xhtml",1,0,0,1,0
,,,,,,,,0,"000000000000","000000000000-0000",0,0,"0089",0,"システム利用停止の設定","システム利用停止の設定",90,"CCG022","A",,"/nts.uk.com.web/view/ccg/022/a/index.xhtml",0,0,0,1,0
,,,,,,,,0,"000000000000","000000000000-0000",0,0,"0090",0,"個人情報整合性チェック","個人情報整合性チェック",91,"CPS013","A",,"/nts.uk.com.web/view/cps/013/a/index.xhtml",1,0,0,1,0
,,,,,,,,0,"000000000000","000000000000-0000",0,0,"0091",0,"部門情報の登録","部門情報の登録",6,"CMM011","A","initmode=1","/nts.uk.com.web/view/cmm/011/a/index.xhtml",1,0,1,1,1
,,,,,,,,0,"000000000000","000000000000-0000",0,0,"0134",0,"ロックアウト一覧","ロックアウト一覧",56,"CLI001","A",,"/nts.uk.com.web/view/cli/001/a/index.xhtml",1,0,0,1,0
,,,,,,,,0,"000000000000","000000000000-0000",0,0,"0194",0,"IPアドレスの制限設定","IPアドレスの制限設定",92,"CMM002","A",,"/nts.uk.com.web/view/cmm/002/a/index.xhtml",1,0,1,1,1
,,,,,,,,0,"000000000000","000000000000-0000",0,0,"0221",0,"トップページの作成","トップページの作成",26,"CCG015","B",,"/nts.uk.com.web/view/ccg/015/b/index.xhtml",0,0,0,0,0
,,,,,,,,0,"000000000000","000000000000-0000",0,0,"0222",0,"フローメニューの作成","フローメニューの作成",26,"CCG034","A",,"/nts.uk.com.web/view/ccg/034/a/index.xhtml",0,0,1,1,1
,,,,,,,,0,"000000000000","000000000000-0000",0,0,"0227",0,"カテゴリ設定","カテゴリ設定",188,"CMF003","C",,"/nts.uk.com.web/view/cmf/003/c/index.xhtml",1,0,1,1,1
,,,,,,,,0,"000000000000","000000000000-0000",1,0,"0002",0,"休暇設定","休暇設定",1,"KMF001","A",,"/nts.uk.at.web/view/kmf/001/a/index.xhtml",1,0,0,1,0
,,,,,,,,0,"000000000000","000000000000-0000",1,0,"0003",0,"年休付与の登録","年休付与の登録",16,"KMF003","A",,"/nts.uk.at.web/view/kmf/003/a/index.xhtml",1,0,0,1,0
,,,,,,,,0,"000000000000","000000000000-0000",1,0,"0005",0,"処理年月の設定","処理年月の設定",18,"KMK012","A",,"/nts.uk.at.web/view/kmk/012/a/index.xhtml",1,0,0,1,0
,,,,,,,,0,"000000000000","000000000000-0000",1,0,"0006",0,"任意項目の登録","任意項目の登録",19,"KMK002","A",,"/nts.uk.at.web/view/kmk/002/a/index.xhtml",1,0,0,1,0
,,,,,,,,0,"000000000000","000000000000-0000",1,0,"0007",0,"就業時間帯の登録","就業時間帯の登録",20,"KMK003","A",,"/nts.uk.at.web/view/kmk/003/a/index.xhtml",1,0,0,1,0
,,,,,,,,0,"000000000000","000000000000-0000",1,0,"0008",0,"法定労働時間の登録","法定労働時間の登録",21,"KMK004","A",,"/nts.uk.at.web/view/kmk/004/a/index.xhtml",1,0,0,1,0
,,,,,,,,0,"000000000000","000000000000-0000",1,0,"0009",0,"自動計算の設定","自動計算の設定",25,"KMK006","A",,"/nts.uk.at.web/view/kmk/006/a/index.xhtml",1,0,0,1,0
,,,,,,,,0,"000000000000","000000000000-0000",1,0,"0010",0,"勤務種類の登録","勤務種類の登録",26,"KMK007","A",,"/nts.uk.at.web/view/kmk/007/a/index.xhtml",1,0,0,1,0
,,,,,,,,0,"000000000000","000000000000-0000",1,0,"0011",0,"３６協定目安時間の登録","３６協定目安時間の登録",27,"KMK008","A",,"/nts.uk.at.web/view/kmk/008/a/index.xhtml",1,0,0,1,0
,,,,,,,,0,"000000000000","000000000000-0000",1,0,"0012",0,"回数集計の登録","回数集計の登録",30,"KMK009","A",,"/nts.uk.at.web/view/kmk/009/a/index.xhtml",1,0,0,1,0
,,,,,,,,0,"000000000000","000000000000-0000",1,0,"0013",0,"時間外超過の登録","時間外超過の登録",31,"KMK010","A",,"/nts.uk.at.web/view/kmk/010/a/index.xhtml",1,0,0,1,0
,,,,,,,,0,"000000000000","000000000000-0000",1,0,"0014",0,"乖離時間の登録","乖離時間の登録",32,"KMK011","A",,"/nts.uk.at.web/view/kmk/011/a/index.xhtml",1,0,0,1,0
,,,,,,,,0,"000000000000","000000000000-0000",1,0,"0015",0,"人件費計算の設定","人件費計算の設定",35,"KML001","A",,"/nts.uk.at.web/view/kml/001/a/index.xhtml",1,0,0,1,0
,,,,,,,,0,"000000000000","000000000000-0000",1,0,"0018",0,"カレンダーの登録","カレンダーの登録",36,"KSM004","A",,"/nts.uk.at.web/view/ksm/004/a/index.xhtml",1,0,0,1,0
,,,,,,,,0,"000000000000","000000000000-0000",1,0,"0019",0,"月間パターンの登録","月間パターンの登録",37,"KSM005","A",,"/nts.uk.at.web/view/ksm/005/a/index.xhtml",1,0,0,1,0
,,,,,,,,0,"000000000000","000000000000-0000",1,0,"0020",0,"基本勤務の登録","基本勤務の登録",40,"KSM006","A",,"/nts.uk.at.web/view/ksm/006/a/index.xhtml",1,0,0,1,0
,,,,,,,,0,"000000000000","000000000000-0000",1,0,"0021",0,"個人スケジュールの作成","個人スケジュールの作成",42,"KSC001","A",,"/nts.uk.at.web/view/ksc/001/a/index.xhtml",1,0,0,1,1
,,,,,,,,0,"000000000000","000000000000-0000",1,0,"0023",0,"個人スケジュール修正（職場別）","個人スケジュール修正（職場別）",45,"KSU001","A",,"/nts.uk.at.web/view/ksu/001/a/index.xhtml",1,0,0,1,1
,,,,,,,,0,"000000000000","000000000000-0000",1,0,"0024",0,"就業計算と集計","就業計算と集計",47,"KDW001","A",,"/nts.uk.at.web/view/kdw/001/a/index.xhtml",1,0,0,1,0
,,,,,,,,0,"000000000000","000000000000-0000",1,0,"0025",0,"日別実績の修正","日別実績の修正",53,"KDW003","A",,"/nts.uk.at.web/view/kdw/003/a/index.xhtml",1,1,0,1,1
,,,,,,,,0,"000000000000","000000000000-0000",1,0,"0026",0,"勤怠項目前準備","勤怠項目前準備",54,"KDW006","A",,"/nts.uk.at.web/view/kdw/006/a/index.xhtml",1,0,0,1,0
,,,,,,,,0,"000000000000","000000000000-0000",1,0,"0030",0,"承認者の登録（就業）","承認者の登録（就業）",62,"CMM018","A",,"/nts.uk.com.web/view/cmm/018/a/index.xhtml",1,0,0,1,0
,,,,,,,,0,"000000000000","000000000000-0000",1,0,"0031",0,"残業申請（早出残業）","残業申請（早出残業）",76,"KAF005","A","overworkatr=0","/nts.uk.at.web/view/kaf/005/a/index.xhtml",1,0,0,1,0
,,,,,,,,0,"000000000000","000000000000-0000",1,0,"0032",0,"残業申請（普通残業）","残業申請（普通残業）",77,"KAF005","A","overworkatr=1","/nts.uk.at.web/view/kaf/005/a/index.xhtml",1,0,0,1,0
,,,,,,,,0,"000000000000","000000000000-0000",1,0,"0033",0,"残業申請","残業申請",78,"KAF005","A","overworkatr=2","/nts.uk.at.web/view/kaf/005/a/index.xhtml",1,0,0,1,0
,,,,,,,,0,"000000000000","000000000000-0000",1,0,"0034",0,"直行直帰申請","直行直帰申請",80,"KAF009","A",,"/nts.uk.at.web/view/kaf/009/a/index.xhtml",1,0,0,1,0
,,,,,,,,0,"000000000000","000000000000-0000",1,0,"0035",0,"更新処理自動実行","更新処理自動実行",63,"KBT002","A",,"/nts.uk.at.web/view/kbt/002/a/index.xhtml",1,0,0,1,0
,,,,,,,,0,"000000000000","000000000000-0000",1,0,"0036",0,"アラームリストの前準備","アラームリストの前準備",67,"KAL002","A",,"/nts.uk.at.web/view/kal/002/a/index.xhtml",1,0,0,1,0
,,,,,,,,0,"000000000000","000000000000-0000",1,0,"0037",0,"遅刻早退取消申請","遅刻早退取消申請",34,"KAF004","A",,"/nts.uk.at.web/view/kaf/004/a/index.xhtml",1,0,1,1,1
,,,,,,,,0,"000000000000","000000000000-0000",1,0,"0038",0,"打刻申請","打刻申請",35,"KAF002","A",,"/nts.uk.at.web/view/kaf/002/a/index.xhtml",1,0,1,1,1
,,,,,,,,0,"000000000000","000000000000-0000",1,0,"0040",0,"スケジュールの前準備","スケジュールの前準備",41,"KSM011","A",,"/nts.uk.at.web/view/ksm/011/a/index.xhtml",1,0,1,1,1
